founder_location,education_level,funding_access,gender,patent_novelty,research_support,market_demand,competitor_density,team_experience,feasibility_label
0,1,0,1,26.0,64.0,86.0,86.0,34.0,0
0,1,0,1,77.0,73.0,63.0,59.0,61.0,1
1,1,0,0,29.0,92.0,87.0,88.0,53.0,0
0,0,1,1,29.0,19.0,81.0,41.0,67.0,0
1,1,1,0,58.0,65.0,58.0,52.0,27.0,1
1,0,0,1,47.0,21.0,64.0,87.0,29.0,0
0,0,0,1,49.0,42.0,77.0,63.0,24.0,0
1,0,0,1,56.0,80.0,62.0,56.0,67.0,1
1,0,0,1,86.0,26.0,38.0,23.0,45.0,0
0,0,0,1,62.0,70.0,77.0,57.0,42.0,0
0,1,0,1,98.0,19.0,96.0,64.0,81.0,1
0,0,0,0,71.0,40.0,65.0,38.0,32.0,0
1,0,0,1,75.0,69.0,73.0,56.0,28.0,0
1,0,1,0,95.0,79.0,89.0,72.0,39.0,1
1,0,0,1,87.0,26.0,92.0,28.0,76.0,1
1,1,1,1,28.0,59.0,34.0,18.0,43.0,1
1,0,0,1,42.0,46.0,69.0,46.0,52.0,0
1,0,0,0,82.0,91.0,48.0,61.0,39.0,0
1,0,0,0,80.0,71.0,76.0,66.0,79.0,1
0,0,0,1,59.0,99.0,94.0,97.0,67.0,0
0,0,0,1,63.0,89.0,96.0,37.0,83.0,1
0,1,0,1,43.0,81.0,47.0,45.0,49.0,0
0,1,0,1,70.0,97.0,79.0,73.0,92.0,1
1,0,0,1,77.0,86.0,59.0,27.0,36.0,1
1,1,0,0,52.0,38.0,95.0,98.0,33.0,0
0,1,0,1,35.0,41.0,34.0,44.0,38.0,0
0,1,0,1,41.0,97.0,71.0,77.0,90.0,1
1,0,0,0,76.0,89.0,34.0,87.0,78.0,0
1,0,0,1,81.0,20.0,79.0,48.0,86.0,1
0,0,0,0,90.0,15.0,87.0,99.0,63.0,0
1,1,1,1,91.0,44.0,37.0,17.0,51.0,1
0,1,0,0,89.0,42.0,60.0,97.0,30.0,0
0,0,1,1,49.0,27.0,41.0,89.0,21.0,0
1,0,0,0,42.0,46.0,50.0,93.0,87.0,0
1,1,0,1,51.0,22.0,91.0,24.0,36.0,1
0,1,0,1,76.0,83.0,62.0,16.0,59.0,1
1,1,0,1,28.0,99.0,55.0,26.0,65.0,1
1,1,0,1,50.0,90.0,69.0,95.0,23.0,0
1,0,1,1,90.0,73.0,94.0,95.0,57.0,1
1,0,0,0,28.0,10.0,88.0,73.0,82.0,0
1,1,0,1,32.0,72.0,44.0,21.0,48.0,1
1,0,0,0,77.0,98.0,30.0,91.0,38.0,0
1,0,1,1,22.0,43.0,40.0,65.0,48.0,0
0,1,0,1,54.0,19.0,84.0,55.0,54.0,0
0,0,0,1,40.0,93.0,31.0,56.0,89.0,0
0,1,0,1,83.0,16.0,94.0,88.0,42.0,0
1,0,1,0,71.0,65.0,73.0,25.0,65.0,1
0,1,1,0,53.0,89.0,45.0,78.0,63.0,0
1,0,0,0,54.0,46.0,51.0,11.0,67.0,0
1,0,1,1,34.0,38.0,47.0,63.0,71.0,0
0,1,1,0,25.0,21.0,76.0,36.0,27.0,0
1,0,0,0,51.0,26.0,59.0,40.0,74.0,0
1,1,0,1,71.0,57.0,39.0,50.0,85.0,1
1,1,0,1,47.0,93.0,87.0,45.0,96.0,1
0,0,1,1,83.0,35.0,91.0,56.0,59.0,1
1,0,0,1,98.0,92.0,35.0,52.0,50.0,1
1,0,1,0,97.0,21.0,96.0,74.0,67.0,1
1,0,0,1,38.0,30.0,70.0,59.0,80.0,0
1,1,1,1,34.0,51.0,72.0,10.0,71.0,1
1,1,0,0,25.0,70.0,47.0,81.0,57.0,0
1,1,0,0,92.0,67.0,87.0,66.0,55.0,1
1,1,1,1,57.0,63.0,89.0,25.0,74.0,1
1,0,1,1,45.0,43.0,56.0,37.0,32.0,0
0,1,1,0,70.0,16.0,97.0,95.0,56.0,0
1,1,0,1,92.0,44.0,51.0,91.0,66.0,1
1,1,0,1,72.0,24.0,53.0,31.0,90.0,1
1,1,0,1,75.0,74.0,69.0,50.0,41.0,1
0,0,0,1,78.0,99.0,95.0,85.0,58.0,1
1,1,0,1,89.0,34.0,69.0,28.0,77.0,1
0,0,0,1,97.0,68.0,35.0,98.0,49.0,0
1,0,0,1,77.0,88.0,47.0,59.0,37.0,0
0,0,1,1,32.0,95.0,59.0,68.0,37.0,0
1,1,0,1,62.0,15.0,50.0,78.0,93.0,0
1,1,0,1,95.0,61.0,91.0,43.0,58.0,1
0,1,0,1,70.0,88.0,39.0,48.0,45.0,0
1,1,0,1,38.0,97.0,42.0,83.0,90.0,1
1,0,0,0,40.0,30.0,38.0,16.0,26.0,0
1,1,1,1,43.0,80.0,97.0,61.0,88.0,1
1,0,1,1,45.0,41.0,68.0,69.0,84.0,1
1,0,1,1,64.0,62.0,53.0,61.0,65.0,1
1,0,1,0,47.0,68.0,63.0,88.0,37.0,0
1,1,0,1,48.0,78.0,90.0,33.0,32.0,1
1,1,0,1,36.0,71.0,70.0,35.0,44.0,1
0,0,0,0,87.0,13.0,34.0,99.0,27.0,0
1,0,0,1,63.0,95.0,79.0,99.0,93.0,1
1,1,0,0,80.0,27.0,33.0,19.0,51.0,0
1,0,0,0,87.0,90.0,80.0,26.0,36.0,1
1,1,0,1,93.0,65.0,81.0,87.0,98.0,1
1,1,0,1,44.0,33.0,68.0,11.0,98.0,1
1,0,0,1,86.0,75.0,37.0,86.0,67.0,0
0,0,0,0,21.0,22.0,74.0,36.0,82.0,0
1,1,0,1,68.0,71.0,57.0,82.0,59.0,1
0,1,0,0,89.0,63.0,56.0,80.0,34.0,0
0,0,0,0,45.0,24.0,94.0,57.0,25.0,0
0,1,1,0,91.0,78.0,63.0,83.0,82.0,1
0,0,0,1,46.0,12.0,91.0,18.0,27.0,0
1,0,0,1,37.0,46.0,91.0,95.0,51.0,0
0,1,1,1,73.0,46.0,67.0,32.0,64.0,1
1,1,0,1,20.0,12.0,55.0,80.0,71.0,0
0,0,0,0,80.0,72.0,53.0,82.0,98.0,0
0,1,0,1,22.0,44.0,68.0,36.0,32.0,0
0,0,0,1,87.0,61.0,50.0,97.0,43.0,0
0,0,1,1,60.0,96.0,76.0,90.0,59.0,1
1,0,1,0,56.0,37.0,77.0,93.0,33.0,0
1,1,0,1,70.0,27.0,42.0,80.0,94.0,1
1,0,0,1,34.0,45.0,32.0,52.0,89.0,0
1,0,0,1,27.0,42.0,61.0,16.0,81.0,0
0,0,0,1,57.0,73.0,64.0,92.0,80.0,0
1,1,0,0,75.0,35.0,48.0,72.0,20.0,0
